3063, 4691800
9455, 44638360
2115, 2216998
3811, 7311806
7738, 29964339
2528, 3225527
8269, 34473052
5377, 14396214
6060, 18338289
3191, 5180134
4211, 8852622
3832, 7343779
1245, 784530
8588, 36577435
9481, 45234916
1858, 1692253
5229, 13834108
7178, 25815995
4123, 8412522
1291, 855320
4793, 11472552
3336, 5619475
3601, 6456784
5552, 15572831
1959, 1916690
6090, 18486401
4607, 10714674
7567, 28681202
3873, 7617346
5016, 12636307
4701, 11112580
4504, 10302115
8722, 37968343
8492, 36226459
4149, 8709300
1277, 802838
1777, 1595392
6568, 21893367
6274, 19444813
9417, 44281562
2208, 2387019
3492, 6242059
1001, 502472
6694, 23024427
2838, 4033117
5167, 13305324
9934, 49778217
3953, 7847638
8791, 39028072
3798, 7256069
9546, 45322479
7278, 26616205
5296, 13966627
1984, 1948145
9295, 43503804
6573, 21525300
9132, 41561863
1522, 1150091
7963, 31589752
5610, 15624643
6543, 21217634
2017, 2043954
3769, 7236782
4044, 8219865
1123, 659020
8540, 36483473
6356, 20140769
3192, 5028491
6675, 22303216
2555, 3246340
4246, 8931709
2114, 2269109
3801, 7370856
9224, 42893899
4530, 10151325
4382, 9588763
6182, 18931885
6113, 18621612
9089, 41557574
5087, 13146288
4224, 8836825
5941, 17697654
1350, 894515
7491, 27788420
7147, 25671018
3781, 7057182
2251, 2438978
5646, 16019531
1461, 1078026
4057, 8134686
1657, 1352390
4015, 8034598
8024, 32440725
1408, 999615
2718, 3720093
8103, 32870200
3087, 4750766
4192, 8743987
5684, 16242783
8096, 32681999
4202, 8738233
2287, 2572132
6226, 19591399
9290, 42957433
3478, 6005027
5375, 14286658
9015, 40312764
9781, 47786512
7674, 29338419
6694, 22316253
8657, 37796382
9820, 48520595
6889, 23927066
2598, 3429667
4052, 8224779
4629, 10857346
4313, 9351708
3708, 6800789
2748, 3755625
7769, 30417572
6111, 18672488
7207, 26029096
9097, 41836932
7130, 25561989
5319, 14245724
6527, 21156810
9412, 44304425
3158, 5042479
5407, 14531388
3014, 4624179
1650, 1360041
7526, 28253781
2149, 2376218
3641, 6677478
1760, 1557761
1302, 863279
5209, 13337982
3470, 6005169
8993, 40271126
7798, 30389891
3526, 6147853
2299, 2682584
1782, 1605921
8458, 35788653
5011, 12442328
6697, 22405426
4639, 10810360
2259, 2518294
8920, 39996145
3090, 4705787
3919, 7778206
2877, 4104588
1396, 952741
6832, 23168647
6493, 21087330
6451, 20675726
5246, 13787033
6289, 19734006
5028, 12560635
9604, 46032989
5220, 13480581
2158, 2408721
2141, 2264360
7532, 28192443
4275, 9029072
4931, 12166476
5235, 13803460
8213, 33950534
6402, 20474539
7218, 26101761
8138, 33203791
4114, 8450243
6363, 20344238
9166, 41650039
3466, 6055755
8455, 35686912
8844, 38972871
4075, 8352094
9706, 47589599
3995, 7993844
3753, 7156320
1258, 802575
9095, 41814512
5016, 12415301
4222, 9058035
4168, 8678597
5659, 16072014
7628, 29136643
6947, 24050520
2662, 3561273
6313, 19864252
3941, 7774546
6291, 19851600
3301, 5367320
4922, 12362389
8404, 34996229
3718, 6909359
3752, 6901381
1924, 1870505
9406, 44125211
4103, 8371398
8352, 34880749
6399, 20019182
4358, 9509321
1689, 1432624
1733, 1495232
3205, 5102244
1035, 534066
3078, 4716001
6084, 18312591
3419, 5863212
9926, 49170633
3995, 7875374
3128, 4903425
1639, 1343284
6235, 19202568
4411, 9692754
5551, 15409718
6725, 22821660
7076, 25030881
5359, 14319790
2101, 2170020
4676, 10895005
2452, 3002607
4315, 9295892
2120, 2308633
9628, 46250411
1475, 1100552
4777, 11349150
9960, 49511697
8568, 36857415
4713, 10924118
2094, 2131895
6731, 22524946
4186, 8766223
6733, 22430152
9488, 45364561
6885, 23517984
7134, 25312491
8788, 38600885
9153, 41705770
5454, 14785261
6084, 19004967
9334, 43410245
6784, 23121597
9494, 44985949
4569, 10453996
4685, 10957594
8113, 32613280
7012, 24754589
1817, 1678520
3480, 6006471
7584, 28408235
8740, 38191253
5782, 16840153
1497, 1144352
3279, 5387180
4781, 11455490
6444, 20742939
6913, 24111992
5770, 16483303
7166, 26092281
7200, 26101571
5964, 17607097
9484, 45261681
1764, 1510999
9595, 45730856
5093, 13343824
8466, 35691463
2117, 2269236
3242, 5264815
9436, 44200577
6193, 19203888
9196, 42301233
3547, 6336778
3120, 4877229
8516, 36818207
5278, 13956991
5122, 13240077
1227, 755878
3910, 7737247
3683, 6763034
5587, 15670704
4641, 11021662
7158, 25571137
5343, 14428580
9656, 46279513
9938, 49744113
4749, 11255390
2752, 3779405
6487, 21045990
4079, 8158508
3037, 4548582
5083, 13054760
1726, 1478433
5122, 13106353
9123, 41911098
4853, 11831348
2626, 3429039
9513, 45356784
1420, 1020879
1903, 1757672
1709, 1443928
7155, 25718074
7047, 25268570
9258, 43111487
3406, 5924105
3742, 7068077
9777, 47544282
9956, 50029199
9107, 41475454
7928, 31009631
3367, 5712008
8888, 38965577
3875, 7468840
7396, 27630255
1564, 1228599
3322, 5464693
2410, 2932975
4515, 10245412
6197, 19230542
7572, 29118919
2760, 3901379
8300, 34367385
8371, 35287942
6250, 19304069
1021, 511368
1434, 1018123
5695, 16060010
7555, 28793988
6240, 19454475
6945, 23959678
2516, 3167253
4569, 10582088
5757, 16299760
5707, 16204216
9408, 43680147
8426, 35246621
5700, 16120445
7628, 29043537
4349, 9380336
8457, 35671926
8519, 37146096
7294, 26451711
3314, 5524271
4002, 8113885
6246, 19364269
7491, 27962608
9678, 46905559
8822, 39294501
4182, 8691903
9022, 40835159
1402, 994319
3795, 7226790
2898, 4188951
3810, 7316885
3827, 7356082
1744, 1556553
1383, 945382
3132, 4984969
3456, 6038637
5283, 14026188
2556, 3287173
6791, 22647744
4894, 11881015
5864, 17223203
2379, 2836554
7445, 27251750
4921, 11958980
9922, 49091203
4171, 8722750
4481, 10001332
6209, 19299024
5391, 14517652
5045, 12778748
7284, 26464651
4620, 10591029
5345, 14225020
7872, 30805437
2228, 2545607
8554, 36358977
4668, 10766431
3571, 6437834
7013, 24849022
1202, 743095
9256, 42473165
1296, 842833
7808, 30793327
8464, 35979279
4815, 11542976
6089, 18526820
4377, 9698538
3855, 7276366
7239, 25956120
2802, 3973903
8212, 33514861
1769, 1574262
8128, 33647461
6516, 21227693
1226, 729515
2982, 4461991
4474, 9870103
1561, 1234058
3563, 6246618
3464, 5976813
7331, 26798256
1955, 1953786
5143, 13096684
5845, 16812636
4327, 9296282
5797, 16744712
8405, 35843762
9664, 46736969
2040, 2113413
6172, 19059547
7672, 29504837
3346, 5658175
8005, 32053524
2213, 2459082
8016, 31778371
2026, 2070773
4284, 9209573
9075, 41573588
8738, 38184689
9873, 48701690
6116, 18860001
3877, 7587288
8686, 37372739
8166, 33775423
7866, 30863633
7874, 30910145
4097, 8547036
2032, 2069561
2337, 2682230
4529, 10227522
7655, 29458086
3074, 4855375
2604, 3350423
7069, 25191370
4998, 12430979
1710, 1473185
2891, 4154320
8421, 35379656
4668, 11086103
6265, 19669208
9706, 47249423
1568, 1236299
7338, 26863707
6089, 18351166
5014, 12514893
3558, 6340263
7042, 24401723
8380, 34940471
5662, 16067387
7496, 27910507
2138, 2309667
4176, 8691277
6657, 22440742
6009, 18129822
4591, 10581912
3590, 6422503
6005, 17952340
4863, 11685822
8494, 35833693
5467, 14947586
8319, 34295612
2598, 3308047
9489, 45341662
5957, 17895836
7677, 29931112
5482, 14935023
5898, 17687979
2961, 4370796
1204, 758679
1598, 1255569
1368, 972053
8148, 33311375
2907, 4258558
4998, 12508479
2712, 3696357
7028, 24622143
8548, 35744305
1462, 1066355
5324, 14117561
5240, 13880651
8967, 39844538
5522, 15313885
7652, 29218423
6751, 22845502
3021, 4566008
1090, 594259
7174, 25704245
3496, 6080205
3177, 5085262
4179, 8793374
3025, 4582808
2234, 2536401
9762, 48122489
4062, 8421931
3646, 6747251
3324, 5411057
8912, 40135917
1305, 821466
2413, 2875002
6377, 20432198
7497, 27654860
5140, 13308523
5601, 15562462
9514, 45542017
9089, 41649386
9755, 47944700
9779, 48103736
8647, 37433440
6628, 21909161
9810, 47931391
5568, 15306491
8315, 34675460
5284, 13889225
9646, 46650311
1893, 1803312
8880, 39208869
6175, 18636920
9232, 42951767
9138, 41441613
8322, 34695863
7632, 29182919
2474, 3075233
8406, 35284927
8472, 35914653
8891, 39377104
2210, 2451273
5040, 12706961
7026, 25120815
4987, 12713910
6485, 21577482
5960, 17758545
9187, 42655918
2099, 2252598
3408, 5887795
3717, 7036352
1632, 1350845
1810, 1651993
2135, 2247942
8214, 33780781
1939, 1859224
9068, 41252935
1553, 1221136
3616, 6464459
3111, 4861134
7166, 25434519
4736, 11172511
8844, 39206145
3370, 5628163
3208, 5174377
1144, 660985
8702, 38193393
5651, 15981648
3544, 6262863
8801, 38847868
7719, 29377474
1834, 1693387
8138, 32889277
8446, 36063057
5004, 12505999
6209, 19150592
9659, 46615850
7065, 25017332
2343, 2754082
5675, 16282836
9979, 49906928
6063, 18608556
4769, 11220974
3812, 7223693
6583, 21596432
5372, 14349511
2467, 3025960
8024, 32469931
2232, 2541503
7079, 24972136
7116, 25511769
9331, 43873178
1105, 631576
3067, 4684808
2200, 2399907
5705, 16274592
7534, 28783749
6345, 20019744
5876, 17282221
2767, 3792796
8373, 35165848
4939, 12297394
1552, 1194163
8293, 33945376
8386, 35416697
5291, 14107722
6505, 21100120
8729, 37902114
4241, 9048384
1862, 1716651
3727, 7051772
7966, 31723267
6771, 22664678
3100, 4839691
6464, 20767987
2021, 2050230
7943, 31207750
1263, 792702
4003, 8115552
4591, 10594842
6614, 21610045
1503, 1148718
5810, 16872403
9431, 44944544
6409, 20355364
6676, 22451369
1755, 1516252
3126, 4864521
2036, 2043655
5907, 17396120
2467, 3075324
9364, 44114435
2863, 4166394
4337, 9379484
2237, 2504618
8189, 33751986
6023, 18262276
2082, 2194433
7111, 25518594
1643, 1374820
9944, 49588483
2480, 3081235
4827, 11653174
5647, 15926454
6604, 21463667
8770, 38674801
1828, 1685093
2084, 2180619
2561, 3300244
5958, 18082439
6048, 18285147
7578, 28837409
7891, 30820156
6611, 21979744
4726, 11199351
9320, 43829779
2790, 3897067
2079, 2134746
9487, 44288856
4313, 9374978
4898, 12033995
4784, 11322903
3321, 5550064
8528, 35993387
8172, 33798177
3566, 6400657
9630, 46372087
6922, 24116989
8323, 34560326
9781, 47247690
9674, 46493069
5905, 17428900
7966, 31922003
3672, 6672961
2664, 3590775
1210, 737617
2687, 3654038
6550, 21327867
4528, 10240475
4185, 8759610
1579, 1224002
8801, 38751158
2867, 4130628
6086, 18689581
5877, 17384278
2174, 2365013
9320, 43265921
